Number;Type;Score;Turns;HasWon;Runtime
1;AI;20464;977;true;132565
2;RND;1408;170;false;396
3;AI;20192;945;true;135945
4;RND;1124;136;false;335
5;AI;20496;980;true;139067
6;RND;1524;196;false;468
7;AI;16540;986;false;140149
8;RND;1356;167;false;397
9;AI;20284;960;true;130791
10;RND;872;116;false;140
11;AI;20280;974;true;128564
12;RND;1128;138;false;178
13;AI;21068;1027;true;140823
14;RND;1232;143;false;188
15;AI;20232;948;true;135564
16;RND;664;93;false;115
17;AI;7324;508;false;72157
18;RND;704;108;false;80
19;AI;20256;955;true;133280
20;RND;1120;142;false;119
21;AI;20644;999;true;136970
22;RND;2100;196;false;171
23;AI;20180;950;true;133664
24;RND;640;107;false;88
25;AI;20272;953;true;131303
26;RND;432;89;false;86
27;AI;12192;728;false;101376
28;RND;560;93;false;51
29;AI;20272;957;true;131196
30;RND;884;129;false;78
31;AI;20644;1006;true;134826
32;RND;1108;135;false;105
33;AI;20156;946;true;132852
34;RND;732;117;false;72
35;AI;16976;1026;false;139878
36;RND;980;147;false;74
37;AI;16520;988;false;131354
38;RND;1316;167;false;80
39;AI;20276;971;true;139222
40;RND;240;54;false;59
41;AI;20460;967;true;128775
42;RND;564;101;false;44
43;AI;20232;952;true;133828
44;RND;1888;214;false;145
45;AI;20236;947;true;130308
46;RND;972;141;false;71
47;AI;20640;999;true;137916
48;RND;712;121;false;62
49;AI;16160;946;false;132468
50;RND;1336;158;false;77
51;AI;20444;972;true;133235
52;RND;344;73;false;26
53;AI;20308;969;true;136855
54;RND;632;94;false;35
55;AI;20484;981;true;139700
56;RND;1336;156;false;55
57;AI;5392;380;false;54563
58;RND;524;97;false;56
59;AI;21176;1042;true;141383
60;RND;1044;132;false;64
61;AI;20328;969;true;135733
62;RND;716;114;false;42
63;AI;20476;971;true;139125
64;RND;656;100;false;38
65;AI;20584;991;true;136133
66;RND;2384;241;false;74
67;AI;16176;955;false;132966
68;RND;1032;126;false;32
69;AI;16208;959;false;130408
70;RND;1248;173;false;48
71;AI;20260;957;true;132593
72;RND;1232;147;false;77
73;AI;16472;981;false;136755
74;RND;460;81;false;27
75;AI;20292;960;true;139729
76;RND;1404;165;false;40
77;AI;20184;939;true;132066
78;RND;676;112;false;50
79;AI;20260;965;true;136978
80;RND;1340;166;false;50
81;AI;20540;988;true;135830
82;RND;1836;192;false;48
83;AI;20496;980;true;138764
84;RND;1144;130;false;36
85;AI;20260;962;true;136349
86;RND;872;121;false;37
87;AI;20924;1010;true;137832
88;RND;2556;249;false;57
89;AI;20648;999;true;133907
90;RND;760;102;false;22
91;AI;20312;961;true;133221
92;RND;1684;218;false;55
93;AI;20224;960;true;139142
94;RND;692;93;false;19
95;AI;20216;957;true;138666
96;RND;556;97;false;22
97;AI;20228;960;true;136473
98;RND;852;118;false;26
99;AI;21092;1035;true;140014
100;RND;1076;145;false;33
101;AI;20392;975;true;131595
102;RND;1132;132;false;51
103;AI;20472;979;true;137981
104;RND;2320;226;false;117
105;AI;20152;942;true;135802
106;RND;660;104;false;26
107;AI;20136;941;true;139377
108;RND;448;91;false;36
109;AI;20164;945;true;136196
110;RND;1324;156;false;51
111;AI;20136;943;true;130214
112;RND;1240;150;false;41
113;AI;16088;945;false;132899
114;RND;476;78;false;50
115;AI;20252;967;true;137659
116;RND;532;87;false;9
117;AI;16176;956;false;138700
118;RND;756;124;false;27
119;AI;20976;1003;true;140217
120;RND;356;70;false;15
121;AI;20316;968;true;140214
122;RND;1148;147;false;28
123;AI;20528;982;true;141057
124;RND;984;127;false;19
125;AI;20476;978;true;133824
126;RND;1328;167;false;39
127;AI;20224;961;true;134969
128;RND;940;133;false;24
129;AI;20516;971;true;131818
130;RND;1748;206;false;34
131;AI;20244;954;true;135855
132;RND;464;84;false;17
133;AI;20224;956;true;135421
134;RND;1404;176;false;43
135;AI;21028;1016;true;143463
136;RND;1988;192;false;36
137;AI;20184;950;true;135812
138;RND;884;119;false;29
139;AI;20536;976;true;136768
140;RND;2444;260;false;85
141;AI;20360;968;true;141068
142;RND;1252;174;false;34
143;AI;20444;971;true;135642
144;RND;1004;136;false;25
145;AI;20280;962;true;138951
146;RND;1260;145;false;20
147;AI;20520;989;true;142182
148;RND;700;112;false;25
149;AI;20664;1002;true;138878
150;RND;1292;144;false;51
151;AI;20452;970;true;133271
152;RND;1388;183;false;39
153;AI;20324;975;true;138821
154;RND;1416;171;false;22
155;AI;20320;969;true;136076
156;RND;1040;133;false;51
157;AI;20216;960;true;134968
158;RND;712;115;false;26
159;AI;20268;965;true;137478
160;RND;1420;172;false;19
161;AI;20228;955;true;129539
162;RND;1312;162;false;30
163;AI;20508;979;true;134542
164;RND;752;102;false;40
165;AI;20176;946;true;134256
166;RND;1428;178;false;40
167;AI;20468;972;true;136097
168;RND;1340;161;false;31
169;AI;20244;949;true;131486
170;RND;2184;213;false;37
171;AI;20796;1006;true;147261
172;RND;1192;139;false;18
173;AI;20292;961;true;139674
174;RND;232;57;false;8
175;AI;16820;1001;false;139513
176;RND;276;63;false;7
177;AI;20244;952;true;136523
178;RND;384;79;false;5
179;AI;20164;943;true;130188
180;RND;1332;166;false;28
181;AI;20268;953;true;140392
182;RND;1472;170;false;15
183;AI;20168;942;true;134150
184;RND;1368;177;false;25
185;AI;14852;890;false;119368
186;RND;1308;161;false;20
187;AI;20124;938;true;135242
188;RND;644;102;false;26
189;AI;16168;960;false;132187
190;RND;1464;177;false;38
191;AI;20276;964;true;129960
192;RND;2268;226;false;28
193;AI;20376;973;true;142775
194;RND;2344;236;false;25
195;AI;20360;962;true;137755
196;RND;648;92;false;15
197;AI;20372;971;true;136045
198;RND;1328;164;false;33
199;AI;20300;961;true;134642
200;RND;692;100;false;14
201;AI;20148;942;true;133802
202;RND;1408;182;false;19
203;AI;20228;958;true;138055
204;RND;876;144;false;15
205;AI;20176;944;true;134724
206;RND;540;92;false;14
207;AI;20652;1001;true;140421
208;RND;1420;178;false;43
209;AI;20160;934;true;134770
210;RND;1776;223;false;36
211;AI;20276;956;true;134014
212;RND;912;125;false;22
213;AI;20212;956;true;134396
214;RND;1160;145;false;25
215;AI;16416;969;false;133970
216;RND;656;94;false;10
217;AI;20272;957;true;128980
218;RND;1184;149;false;11
219;AI;20492;980;true;138794
220;RND;492;78;false;26
221;AI;20524;982;true;143307
222;RND;1452;169;false;21
223;AI;20180;942;true;128925
224;RND;1364;153;false;33
225;AI;14456;840;false;124402
226;RND;1792;201;false;28
227;AI;20264;955;true;127797
228;RND;624;94;false;16
229;AI;20236;953;true;132812
230;RND;1384;178;false;80
231;AI;20192;951;true;133508
232;RND;604;109;false;16
233;AI;20776;1020;true;145214
234;RND;1404;183;false;35
235;AI;20180;944;true;136829
236;RND;568;94;false;6
237;AI;20592;994;true;139980
238;RND;1236;161;false;30
239;AI;20284;956;true;137913
240;RND;1224;141;false;22
241;AI;20616;990;true;137185
242;RND;268;57;false;19
243;AI;7092;489;false;72379
244;RND;788;118;false;10
245;AI;20560;994;true;138248
246;RND;2228;220;false;25
247;AI;20304;972;true;142256
248;RND;1648;168;false;35
249;AI;20244;951;true;135429
250;RND;724;109;false;9
251;AI;20300;965;true;136533
252;RND;1092;147;false;29
253;AI;20304;962;true;136169
254;RND;1340;160;false;19
255;AI;17900;1083;false;147830
256;RND;864;127;false;32
257;AI;13184;799;false;113898
258;RND;2392;251;false;20
259;AI;16336;976;false;132264
260;RND;1304;156;false;16
261;AI;15760;928;false;127904
262;RND;1036;144;false;11
263;AI;20248;953;true;131176
264;RND;1472;179;false;15
265;AI;21012;1016;true;140915
266;RND;560;93;false;8
267;AI;20144;944;true;130556
268;RND;1528;182;false;13
269;AI;20472;969;true;133074
270;RND;1256;145;false;26
271;AI;20276;962;true;137258
272;RND;788;126;false;17
273;AI;20188;950;true;128771
274;RND;1064;122;false;9
275;AI;20464;974;true;132578
276;RND;1280;148;false;19
277;AI;20924;1003;true;144039
278;RND;2536;241;false;40
279;AI;15564;896;false;127119
280;RND;1092;150;false;32
281;AI;20184;950;true;129665
282;RND;440;78;false;6
283;AI;20276;959;true;137603
284;RND;1028;127;false;10
285;AI;20124;933;true;127122
286;RND;848;125;false;12
287;AI;20904;1001;true;137508
288;RND;1652;190;false;20
289;AI;20468;988;true;134930
290;RND;1148;147;false;9
291;AI;20532;991;true;134420
292;RND;776;119;false;7
293;AI;20216;955;true;128126
294;RND;1252;153;false;25
295;AI;20192;952;true;125100
296;RND;564;91;false;21
297;AI;20212;954;true;132020
298;RND;1320;162;false;14
299;AI;16896;1006;false;133588
300;RND;784;121;false;5
301;AI;20416;980;true;137202
302;RND;428;84;false;5
303;AI;20288;957;true;130382
304;RND;1812;209;false;16
305;AI;20144;941;true;130400
306;RND;1308;154;false;10
307;AI;21176;1038;true;144790
308;RND;584;98;false;12
309;AI;16260;961;false;127555
310;RND;484;88;false;5
311;AI;20224;958;true;132965
312;RND;1036;127;false;6
313;AI;20320;966;true;133255
314;RND;272;63;false;5
315;AI;20584;985;true;136351
316;RND;1632;200;false;11
317;AI;20220;956;true;132721
318;RND;348;77;false;5
319;AI;20188;949;true;132326
320;RND;508;96;false;12
321;AI;20332;970;true;133577
322;RND;688;115;false;8
323;AI;20292;963;true;132410
324;RND;604;99;false;10
325;AI;20284;957;true;130508
326;RND;952;119;false;11
327;AI;20196;948;true;129857
328;RND;716;115;false;10
329;AI;20332;972;true;135269
330;RND;636;101;false;8
331;AI;20504;982;true;140020
332;RND;924;140;false;11
333;AI;13512;832;false;113699
334;RND;372;65;false;12
335;AI;20284;961;true;133214
336;RND;840;117;false;5
337;AI;20292;963;true;133082
338;RND;676;99;false;40
339;AI;20304;964;true;131366
340;RND;1396;185;false;12
341;AI;20476;974;true;135116
342;RND;704;111;false;14
343;AI;20308;962;true;129493
344;RND;316;76;false;5
345;AI;20252;951;true;126428
346;RND;1160;144;false;10
347;AI;20184;944;true;133625
348;RND;704;102;false;9
349;AI;16084;950;false;130829
350;RND;1492;194;false;32
351;AI;8960;615;false;83658
352;RND;472;79;false;7
353;AI;20528;976;true;129721
354;RND;952;145;false;12
355;AI;16680;1001;false;133078
356;RND;1080;126;false;6
357;AI;20516;979;true;133942
358;RND;1316;153;false;22
359;AI;20504;977;true;134310
360;RND;1360;162;false;48
361;AI;16104;939;false;129960
362;RND;1036;139;false;7
363;AI;20928;1009;true;134788
364;RND;648;98;false;5
365;AI;20476;977;true;137682
366;RND;916;118;false;6
367;AI;20352;969;true;135727
368;RND;1340;166;false;7
369;AI;20208;951;true;131177
370;RND;1412;177;false;27
371;AI;20208;952;true;126808
372;RND;664;110;false;8
373;AI;20144;939;true;129580
374;RND;652;108;false;10
375;AI;20180;950;true;129749
376;RND;888;123;false;9
377;AI;20264;963;true;138489
378;RND;580;91;false;1
379;AI;20612;992;true;135319
380;RND;1420;175;false;6
381;AI;15976;945;false;125322
382;RND;1404;172;false;7
383;AI;20160;948;true;134633
384;RND;376;65;false;6
385;AI;16168;961;false;131743
386;RND;2076;210;false;12
387;AI;20300;959;true;134232
388;RND;1548;187;false;7
389;AI;20264;965;true;135327
390;RND;528;77;false;37
391;AI;20388;980;true;140832
392;RND;1212;151;false;8
393;AI;20188;950;true;132578
394;RND;1260;147;false;10
395;AI;20180;949;true;129857
396;RND;772;121;false;6
397;AI;20552;980;true;129215
398;RND;1436;182;false;9
399;AI;20256;958;true;135325
400;RND;880;114;false;11
401;AI;20252;963;true;132985
402;RND;512;80;false;5
403;AI;20244;965;true;136015
404;RND;620;101;false;6
405;AI;20260;952;true;132048
406;RND;940;133;false;13
407;AI;15808;927;false;125835
408;RND;1668;184;false;6
409;AI;20376;981;true;138311
410;RND;644;104;false;6
411;AI;20468;973;true;135346
412;RND;616;97;false;5
413;AI;20236;959;true;131958
414;RND;1020;127;false;8
415;AI;20152;941;true;127830
416;RND;1040;141;false;7
417;AI;20260;954;true;127924
418;RND;896;110;false;4
419;AI;20304;963;true;130721
420;RND;696;99;false;2
421;AI;20480;975;true;134927
422;RND;584;91;false;1
423;AI;20336;980;true;133322
424;RND;1464;188;false;8
425;AI;21924;1065;true;140117
426;RND;408;78;false;22
427;AI;20580;989;true;133456
428;RND;1200;138;false;6
429;AI;20716;1017;true;133949
430;RND;440;74;false;37
431;AI;20504;983;true;133976
432;RND;1324;162;false;6
433;AI;16840;1004;false;131400
434;RND;1440;190;false;8
435;AI;20436;967;true;134481
436;RND;596;98;false;11
437;AI;21424;1067;true;143469
438;RND;164;42;false;14
439;AI;20264;961;true;131838
440;RND;688;105;false;3
441;AI;20496;975;true;131129
442;RND;1060;154;false;8
443;AI;20164;941;true;127701
444;RND;2240;215;false;7
445;AI;20596;990;true;139938
446;RND;772;119;false;4
447;AI;16056;939;false;130042
448;RND;1104;154;false;9
449;AI;20380;971;true;132182
450;RND;1464;182;false;6
451;AI;20308;967;true;132028
452;RND;1344;156;false;9
453;AI;20168;946;true;130329
454;RND;584;89;false;11
455;AI;20272;963;true;138429
456;RND;1100;125;false;14
457;AI;20436;968;true;131769
458;RND;648;105;false;2
459;AI;20472;972;true;136254
460;RND;2220;221;false;13
461;AI;20428;966;true;132446
462;RND;2248;228;false;59
463;AI;20308;964;true;133427
464;RND;1236;157;false;8
465;AI;20228;962;true;136453
466;RND;1404;177;false;13
467;AI;20212;957;true;127775
468;RND;572;98;false;2
469;AI;15636;916;false;120675
470;RND;748;119;false;5
471;AI;21304;1049;true;144503
472;RND;1412;189;false;9
473;AI;20220;952;true;124269
474;RND;844;114;false;27
475;AI;20244;960;true;130083
476;RND;1416;170;false;8
477;AI;16436;983;false;132834
478;RND;312;58;false;1
479;AI;20620;994;true;136826
480;RND;1248;151;false;8
481;AI;20696;1009;true;140071
482;RND;1316;155;false;6
483;AI;20528;976;true;137018
484;RND;568;91;false;5
485;AI;20180;952;true;135570
486;RND;1032;131;false;6
487;AI;20928;1001;true;139341
488;RND;320;62;false;2
489;AI;20468;991;true;129826
490;RND;592;99;false;9
491;AI;20160;943;true;127653
492;RND;1144;144;false;7
493;AI;20360;982;true;134033
494;RND;1168;147;false;9
495;AI;20184;949;true;125512
496;RND;2080;217;false;12
497;AI;20352;976;true;131140
498;RND;640;103;false;5
499;AI;20640;1001;true;138152
500;RND;1372;158;false;14
501;AI;20236;951;true;135111
502;RND;1128;147;false;5
503;AI;20292;962;true;129826
504;RND;644;99;false;8
505;AI;20200;948;true;135508
506;RND;640;114;false;19
507;AI;14404;836;false;121933
508;RND;1344;168;false;6
509;AI;16124;957;false;135603
510;RND;380;83;false;1
511;AI;20224;959;true;139240
512;RND;1288;137;false;17
513;AI;20496;981;true;132370
514;RND;648;114;false;2
515;AI;20564;988;true;134650
516;RND;1316;152;false;12
517;AI;20236;958;true;131811
518;RND;1228;145;false;8
519;AI;20300;961;true;136505
520;RND;652;104;false;2
521;AI;20212;946;true;134396
522;RND;2648;260;false;15
523;AI;21044;1026;true;132898
524;RND;1308;170;false;11
525;AI;20296;966;true;128093
526;RND;1252;157;false;8
527;AI;20288;962;true;128572
528;RND;1112;134;false;8
529;AI;20228;957;true;128496
530;RND;768;120;false;1
531;AI;20196;948;true;133764
532;RND;1168;139;false;8
533;AI;20260;949;true;129081
534;RND;624;100;false;2
535;AI;13016;796;false;109401
536;RND;636;96;false;2
537;AI;20396;959;true;128931
538;RND;392;70;false;1
539;AI;20244;961;true;134914
540;RND;1168;127;false;9
541;AI;20252;962;true;135013
542;RND;1460;190;false;8
543;AI;20616;994;true;134811
544;RND;784;142;false;5
545;AI;20140;933;true;127503
546;RND;2336;236;false;16
547;AI;16172;955;false;134210
548;RND;1292;167;false;11
549;AI;20540;985;true;131148
550;RND;1200;139;false;5
551;AI;20512;979;true;129661
552;RND;756;108;false;5
553;AI;20384;969;true;129159
554;RND;1504;190;false;8
555;AI;20332;974;true;133144
556;RND;872;128;false;1
557;AI;20532;987;true;137110
558;RND;1636;198;false;5
559;AI;20324;969;true;140240
560;RND;552;88;false;2
561;AI;20376;981;true;136426
562;RND;996;152;false;8
563;AI;15904;927;false;123436
564;RND;1736;220;false;35
565;AI;20188;952;true;131982
566;RND;1072;135;false;5
567;AI;20424;966;true;133792
568;RND;660;104;false;2
569;AI;20216;943;true;133123
570;RND;508;79;false;1
571;AI;20240;952;true;133799
572;RND;1384;176;false;6
573;AI;20192;948;true;126908
574;RND;236;49;false;4
575;AI;20376;974;true;129262
576;RND;4820;423;false;19
577;AI;20612;992;true;134175
578;RND;1176;135;false;9
579;AI;20416;964;true;130427
580;RND;784;112;false;6
581;AI;20468;976;true;140327
582;RND;244;51;false;1
583;AI;20388;981;true;136333
584;RND;272;61;false;2
585;AI;16212;964;false;128548
586;RND;1288;147;false;3
587;AI;20364;983;true;137470
588;RND;292;62;false;6
589;AI;20140;943;true;133733
590;RND;1460;180;false;8
591;AI;20192;955;true;127468
592;RND;1348;160;false;5
593;AI;20496;981;true;136190
594;RND;756;115;false;3
595;AI;20200;954;true;131014
596;RND;656;110;false;2
597;AI;16084;948;false;133120
598;RND;1436;188;false;7
599;AI;21040;1018;true;136141
600;RND;668;115;false;2
601;AI;20212;954;true;128056
602;RND;1232;145;false;6
603;AI;20264;951;true;132437
604;RND;1284;157;false;8
605;AI;20124;939;true;131507
606;RND;1360;161;false;5
607;AI;20332;970;true;133053
608;RND;1276;164;false;8
609;AI;20328;972;true;137679
610;RND;1720;202;false;16
611;AI;20296;963;true;138874
612;RND;1444;176;false;6
613;AI;20416;962;true;137373
614;RND;1456;166;false;9
615;AI;15972;929;false;128735
616;RND;688;114;false;2
617;AI;20144;940;true;127383
618;RND;1400;168;false;9
619;AI;20244;948;true;133321
620;RND;600;96;false;5
621;AI;16288;971;false;136863
622;RND;1072;119;false;2
623;AI;20256;958;true;129016
624;RND;292;59;false;11
625;AI;16408;966;false;127051
626;RND;1288;137;false;3
627;AI;16344;966;false;132983
628;RND;288;64;false;1
629;AI;20160;943;true;130377
630;RND;732;108;false;2
631;AI;21056;1019;true;136349
632;RND;872;112;false;5
633;AI;20488;980;true;133366
634;RND;1384;172;false;5
635;AI;20472;971;true;135031
636;RND;1268;144;false;3
637;AI;16512;987;false;132620
638;RND;808;122;false;36
639;AI;16296;974;false;128894
640;RND;672;107;false;1
641;AI;21480;1067;true;147621
642;RND;1360;182;false;6
643;AI;20236;962;true;134799
644;RND;1644;187;false;7
645;AI;3792;305;false;46767
646;RND;1224;163;false;2
647;AI;17972;1064;false;145095
648;RND;1176;149;false;7
649;AI;20660;1004;true;137959
650;RND;1332;179;false;9
651;AI;20180;953;true;134683
652;RND;656;105;false;4
653;AI;20332;967;true;131639
654;RND;1616;199;false;33
655;AI;20600;991;true;130533
656;RND;1020;135;false;6
657;AI;14860;881;false;124665
658;RND;672;98;false;4
659;AI;16256;967;false;133569
660;RND;1472;165;false;3
661;AI;20260;964;true;136370
662;RND;2848;288;false;8
663;AI;20896;998;true;130458
664;RND;660;100;false;5
665;AI;20456;969;true;134529
666;RND;1296;161;false;8
667;AI;20192;952;true;129955
668;RND;732;124;false;5
669;AI;13104;794;false;107334
670;RND;1316;169;false;4
671;AI;21160;1045;true;146528
672;RND;1168;161;false;9
673;AI;20152;946;true;122616
674;RND;1300;147;false;20
675;AI;17064;1017;false;134819
676;RND;640;127;false;2
677;AI;21004;1017;true;134685
678;RND;664;111;false;2
679;AI;20856;995;true;136447
680;RND;924;113;false;5
681;AI;20616;998;true;137219
682;RND;1580;192;false;29
683;AI;20384;954;true;128186
684;RND;260;50;false;4
685;AI;20488;977;true;141203
686;RND;1516;200;false;6
687;AI;20296;962;true;134674
688;RND;660;105;false;5
689;AI;20580;988;true;133610
690;RND;200;48;false;15
691;AI;20248;951;true;135141
692;RND;1280;153;false;6
693;AI;20236;952;true;130594
694;RND;848;119;false;3
695;AI;20276;959;true;131872
696;RND;724;122;false;5
697;AI;15244;897;false;121264
698;RND;1056;143;false;2
699;AI;20948;1000;true;138083
700;RND;1264;163;false;33
701;AI;20256;951;true;130778
702;RND;1272;147;false;18
703;AI;20288;962;true;135337
704;RND;1344;168;false;12
705;AI;20292;972;true;133996
706;RND;1156;157;false;5
707;AI;20260;968;true;129003
708;RND;1452;163;false;6
709;AI;20180;943;true;132910
710;RND;932;123;false;5
711;AI;20468;974;true;131548
712;RND;1232;147;false;2
713;AI;20260;959;true;128350
714;RND;2240;221;false;6
715;AI;16208;962;false;134546
716;RND;1196;135;false;2
717;AI;20140;934;true;127801
718;RND;1232;169;false;15
719;AI;20172;946;true;131612
720;RND;1392;163;false;3
721;AI;16112;951;false;130273
722;RND;1660;204;false;26
723;AI;20388;955;true;132119
724;RND;348;75;false;37
725;AI;20552;981;true;136339
726;RND;1700;208;false;5
727;AI;20448;971;true;133041
728;RND;2156;209;false;9
729;AI;20240;952;true;130108
730;RND;1072;140;false;7
731;AI;16340;960;false;130718
732;RND;1572;182;false;60
733;AI;20188;951;true;134664
734;RND;768;116;false;6
735;AI;20204;955;true;135473
736;RND;1188;168;false;2
737;AI;20356;974;true;132169
738;RND;1468;186;false;5
739;AI;20344;968;true;135384
740;RND;3012;311;false;36
741;AI;20348;946;true;131659
742;RND;1244;166;false;33
743;AI;20164;943;true;126303
744;RND;2648;268;false;11
745;AI;20260;960;true;128331
746;RND;700;103;false;19
747;AI;20264;966;true;132100
748;RND;656;92;false;8
749;AI;20432;967;true;135274
750;RND;1404;175;false;13
751;AI;20396;975;true;138816
752;RND;620;99;false;11
753;AI;20168;944;true;130722
754;RND;476;77;false;25
755;AI;20264;958;true;127622
756;RND;2360;241;false;8
757;AI;20292;960;true;133016
758;RND;960;140;false;13
759;AI;20436;965;true;129242
760;RND;528;77;false;2
761;AI;20288;965;true;135989
762;RND;1428;177;false;3
763;AI;15772;924;false;128402
764;RND;1488;196;false;5
765;AI;20884;998;true;134870
766;RND;1152;136;false;6
767;AI;20548;983;true;136791
768;RND;1052;132;false;5
769;AI;16092;943;false;131975
770;RND;580;94;false;2
771;AI;20452;988;true;137340
772;RND;2108;234;false;9
773;AI;20924;1001;true;138948
774;RND;1368;162;false;3
775;AI;20832;989;true;134496
776;RND;588;92;false;5
777;AI;20240;949;true;132224
778;RND;204;44;false;4
779;AI;20252;951;true;129366
780;RND;1768;197;false;7
781;AI;20268;958;true;131168
782;RND;1624;195;false;21
783;AI;3224;269;false;41874
784;RND;724;105;false;2
785;AI;20992;1008;true;138605
786;RND;404;76;false;1
787;AI;20772;1001;true;132879
788;RND;668;109;false;6
789;AI;21216;1031;true;134371
790;RND;1348;154;false;3
791;AI;20196;955;true;130104
792;RND;2308;229;false;4
793;AI;20296;974;true;138927
794;RND;224;53;false;4
795;AI;20232;958;true;133664
796;RND;1192;160;false;3
797;AI;20136;937;true;128967
798;RND;796;120;false;4
799;AI;16216;960;false;127357
800;RND;1228;153;false;3
801;AI;7436;515;false;73544
802;RND;1284;158;false;2
803;AI;20628;1002;true;139427
804;RND;868;127;false;8
805;AI;16580;991;false;131858
806;RND;1268;160;false;15
807;AI;20300;959;true;135494
808;RND;1040;124;false;3
809;AI;20680;998;true;134716
810;RND;1604;204;false;17
811;AI;20304;959;true;131982
812;RND;1324;152;false;7
813;AI;20940;1010;true;134592
814;RND;1148;144;false;3
815;AI;16928;1015;false;140835
816;RND;304;68;false;2
817;AI;16492;986;false;136063
818;RND;1312;159;false;2
819;AI;16772;1003;false;137678
820;RND;1360;172;false;2
821;AI;20568;987;true;135343
822;RND;1572;200;false;8
823;AI;13176;808;false;113690
824;RND;780;111;false;3
825;AI;20260;964;true;131271
826;RND;1420;186;false;4
827;AI;20160;944;true;134194
828;RND;624;101;false;2
829;AI;12104;715;false;102507
830;RND;688;97;false;6
831;AI;16340;976;false;134646
832;RND;1160;151;false;22
833;AI;20284;958;true;129120
834;RND;1432;171;false;5
835;AI;20508;980;true;137861
836;RND;1432;184;false;6
837;AI;20268;955;true;133517
838;RND;1356;170;false;6
839;AI;16576;982;false;133755
840;RND;1344;165;false;8
841;AI;20424;965;true;131499
842;RND;752;104;false;2
843;AI;20120;940;true;130802
844;RND;1536;180;false;6
845;AI;20176;936;true;132628
846;RND;2100;208;false;7
847;AI;20124;936;true;135705
848;RND;644;109;false;5
849;AI;20456;973;true;131871
850;RND;1332;166;false;7
851;AI;16196;955;false;128743
852;RND;1376;176;false;2
853;AI;16464;982;false;130636
854;RND;1328;167;false;2
855;AI;16480;964;false;123638
856;RND;1344;162;false;3
857;AI;20892;997;true;137876
858;RND;1460;191;false;3
859;AI;20312;972;true;137221
860;RND;1064;139;false;22
861;AI;20600;994;true;134339
862;RND;616;107;false;15
863;AI;20340;973;true;137903
864;RND;564;93;false;2
865;AI;20248;959;true;132192
866;RND;1416;170;false;27
867;AI;20552;981;true;135982
868;RND;612;97;false;8
869;AI;20320;965;true;128932
870;RND;468;85;false;4
871;AI;15596;938;false;127454
872;RND;1692;203;false;4
873;AI;20288;964;true;129236
874;RND;1248;142;false;2
875;AI;20140;941;true;125246
876;RND;628;102;false;2
877;AI;16340;972;false;131471
878;RND;992;137;false;2
879;AI;20324;969;true;130543
880;RND;704;125;false;19
881;AI;20212;956;true;132510
882;RND;532;82;false;5
883;AI;20300;958;true;133505
884;RND;1028;126;false;2
885;AI;20492;978;true;132094
886;RND;436;79;false;3
887;AI;20388;958;true;129713
888;RND;636;103;false;11
889;AI;20264;956;true;132198
890;RND;656;109;false;1
891;AI;20524;983;true;133605
892;RND;636;90;false;1
893;AI;16004;937;false;129172
894;RND;636;113;false;2
895;AI;20204;952;true;133718
896;RND;484;87;false;4
897;AI;20172;946;true;133459
898;RND;1348;160;false;3
899;AI;20252;954;true;131854
900;RND;648;102;false;39
901;AI;20280;954;true;132403
902;RND;2836;264;false;14
903;AI;12968;784;false;103476
904;RND;1296;158;false;2
905;AI;20480;979;true;135285
906;RND;996;145;false;6
907;AI;20468;975;true;138612
908;RND;1060;134;false;27
909;AI;16428;969;false;134168
910;RND;624;102;false;20
911;AI;20184;950;true;130709
912;RND;676;102;false;4
913;AI;21072;1033;true;142692
914;RND;1260;151;false;6
915;AI;20444;969;true;132999
916;RND;800;125;false;5
917;AI;20228;961;true;135700
918;RND;1652;200;false;3
919;AI;20256;952;true;130583
920;RND;1264;143;false;8
921;AI;20272;972;true;135236
922;RND;1556;207;false;7
923;AI;20200;941;true;131712
924;RND;388;83;false;5
925;AI;20608;991;true;137823
926;RND;816;120;false;2
927;AI;20264;963;true;129859
928;RND;880;122;false;9
929;AI;20204;954;true;138506
930;RND;1328;160;false;7
931;AI;20180;947;true;133817
932;RND;564;88;false;5
933;AI;20296;966;true;134225
934;RND;680;109;false;8
935;AI;20456;974;true;128159
936;RND;788;130;false;5
937;AI;20252;952;true;129971
938;RND;1136;135;false;3
939;AI;20412;989;true;132811
940;RND;1244;172;false;27
941;AI;20296;962;true;130799
942;RND;2692;257;false;9
943;AI;20276;961;true;130730
944;RND;300;57;false;4
945;AI;16252;958;false;133461
946;RND;1156;136;false;3
947;AI;20156;939;true;134493
948;RND;936;134;false;6
949;AI;16824;1001;false;137701
950;RND;1104;141;false;2
951;AI;20500;980;true;134116
952;RND;1312;155;false;3
953;AI;20280;960;true;131145
954;RND;1020;130;false;11
955;AI;20552;981;true;130277
956;RND;1168;144;false;3
957;AI;15340;886;false;123571
958;RND;1308;161;false;2
959;AI;15452;904;false;118979
960;RND;756;113;false;3
961;AI;20268;953;true;132950
962;RND;688;98;false;9
963;AI;20156;943;true;132787
964;RND;2828;283;false;42
965;AI;20208;957;true;134579
966;RND;1604;186;false;7
967;AI;20164;943;true;131130
968;RND;1008;146;false;8
969;AI;20444;966;true;133272
970;RND;816;115;false;5
971;AI;20176;947;true;134375
972;RND;684;101;false;2
973;AI;16528;984;false;134924
974;RND;2196;244;false;5
975;AI;20184;950;true;126979
