Number;Type;Score;Turns;HasWon;Runtime
3423;AI;20284;961;true;130888
3424;RND;1704;198;false;5
3425;AI;20400;977;true;137558
3426;RND;612;100;false;6
3427;AI;20344;964;true;129410
3428;RND;528;92;false;5
3429;AI;20296;962;true;131993
3430;RND;2424;258;false;6
3431;AI;20512;980;true;127836
3432;RND;1064;121;false;2
3433;AI;20160;945;true;129443
3434;RND;2144;197;false;6
3435;AI;20308;959;true;128650
3436;RND;1144;134;false;3
3437;AI;20216;957;true;130073
3438;RND;1400;169;false;15
3439;AI;20192;957;true;137575
3440;RND;540;87;false;6
3441;AI;20604;989;true;138139
3442;RND;1904;215;false;4
3443;AI;20196;941;true;127639
3444;RND;1416;174;false;20
3445;AI;20200;956;true;133700
3446;RND;1068;138;false;7
3447;AI;12908;774;false;108663
3448;RND;568;93;false;1
3449;AI;20260;951;true;130239
3450;RND;1008;128;false;2
3451;AI;20540;991;true;134559
3452;RND;1416;167;false;3
3453;AI;20184;952;true;130032
3454;RND;1216;147;false;35
3455;AI;20296;967;true;128866
3456;RND;1480;200;false;3
3457;AI;20452;968;true;133123
3458;RND;772;110;false;3
3459;AI;20488;977;true;131851
3460;RND;608;96;false;5
3461;AI;20896;999;true;135277
3462;RND;1680;212;false;16
3463;AI;20288;961;true;132493
3464;RND;396;77;false;7
3465;AI;20212;957;true;135943
3466;RND;248;58;false;2
3467;AI;20620;995;true;138977
3468;RND;1236;149;false;39
3469;AI;20156;938;true;128361
3470;RND;568;102;false;11
3471;AI;20196;957;true;136770
3472;RND;800;119;false;3
3473;AI;20180;952;true;128522
3474;RND;1448;164;false;16
3475;AI;20308;966;true;129353
3476;RND;1268;151;false;2
3477;AI;15868;913;false;128975
3478;RND;1344;171;false;7
3479;AI;20160;942;true;127767
3480;RND;1268;149;false;5
3481;AI;20220;947;true;134587
3482;RND;888;126;false;2
3483;AI;20192;950;true;132244
3484;RND;708;105;false;2
3485;AI;20328;970;true;134980
3486;RND;1524;173;false;4
3487;AI;20208;950;true;127002
3488;RND;676;101;false;5
3489;AI;20192;950;true;129490
3490;RND;1324;164;false;3
3491;AI;20172;948;true;136279
3492;RND;1312;171;false;2
3493;AI;20436;968;true;131142
3494;RND;1356;186;false;18
3495;AI;15764;928;false;127762
3496;RND;1232;162;false;3
3497;AI;20340;974;true;134433
3498;RND;1164;167;false;3
3499;AI;20456;969;true;129951
3500;RND;276;56;false;2
3501;AI;20120;937;true;129150
3502;RND;1336;165;false;6
3503;AI;20304;964;true;131404
3504;RND;1260;150;false;7
3505;AI;20592;993;true;137013
3506;RND;1088;141;false;2
3507;AI;20240;951;true;130888
3508;RND;1340;158;false;3
3509;AI;7836;546;false;76214
3510;RND;520;77;false;2
3511;AI;20328;971;true;135024
3512;RND;616;98;false;2
3513;AI;20244;951;true;136571
3514;RND;1124;134;false;6
3515;AI;21484;1067;true;148493
3516;RND;1188;147;false;20
3517;AI;20176;942;true;131148
3518;RND;1452;169;false;3
3519;AI;20508;979;true;134714
3520;RND;2288;241;false;31
3521;AI;20252;954;true;130175
3522;RND;1104;129;false;2
3523;AI;16100;948;false;128372
3524;RND;1292;162;false;7
3525;AI;20256;956;true;135551
3526;RND;1148;168;false;8
3527;AI;21096;1023;true;135420
3528;RND;972;124;false;2
3529;AI;15444;896;false;120614
3530;RND;872;125;false;3
3531;AI;20168;950;true;134090
3532;RND;1332;164;false;6
3533;AI;20276;959;true;132907
3534;RND;1132;147;false;12
3535;AI;20388;986;true;138472
3536;RND;1440;171;false;34
3537;AI;20396;961;true;131559
3538;RND;880;129;false;5
3539;AI;20128;936;true;127748
3540;RND;1244;155;false;7
3541;AI;20968;1016;true;133808
3542;RND;1244;151;false;6
3543;AI;20544;981;true;133535
3544;RND;2296;203;false;10
3545;AI;20564;994;true;143613
3546;RND;1416;174;false;34
3547;AI;20176;950;true;132931
3548;RND;804;110;false;11
3549;AI;16208;958;false;128456
3550;RND;600;89;false;2
3551;AI;20292;963;true;132677
3552;RND;672;102;false;2
3553;AI;20512;980;true;138675
3554;RND;2128;210;false;23
3555;AI;20160;949;true;123655
3556;RND;976;111;false;31
3557;AI;20332;971;true;136983
3558;RND;636;114;false;8
3559;AI;20188;952;true;133308
3560;RND;324;66;false;9
3561;AI;20548;989;true;134954
3562;RND;1348;171;false;4
3563;AI;20488;978;true;139402
3564;RND;1320;156;false;14
3565;AI;20324;962;true;133998
3566;RND;720;115;false;6
3567;AI;12172;723;false;102958
3568;RND;700;114;false;2
3569;AI;20492;974;true;135872
3570;RND;328;67;false;5
3571;AI;20160;944;true;132519
3572;RND;1292;160;false;6
3573;AI;20300;962;true;137643
3574;RND;776;110;false;7
3575;AI;20212;954;true;129131
3576;RND;732;118;false;5
3577;AI;20444;982;true;137294
3578;RND;1132;145;false;5
3579;AI;7580;529;false;73209
3580;RND;892;132;false;2
3581;AI;20696;1009;true;137227
3582;RND;1004;146;false;7
3583;AI;20704;989;true;143843
3584;RND;604;92;false;14
3585;AI;20204;956;true;135351
3586;RND;288;65;false;15
3587;AI;20172;946;true;126914
3588;RND;308;71;false;6
3589;AI;20580;986;true;135894
3590;RND;1096;139;false;2
3591;AI;20144;941;true;135230
3592;RND;1492;183;false;8
3593;AI;7804;538;false;80363
3594;RND;1324;161;false;3
3595;AI;20160;947;true;134920
3596;RND;1588;201;false;3
3597;AI;20332;971;true;132381
3598;RND;1396;172;false;26
3599;AI;20236;950;true;127495
3600;RND;964;129;false;12
3601;AI;20608;992;true;134687
3602;RND;940;144;false;2
3603;AI;20364;972;true;135524
3604;RND;1292;167;false;7
3605;AI;20140;943;true;129968
3606;RND;1124;154;false;15
3607;AI;20392;974;true;132698
3608;RND;524;87;false;3
3609;AI;20696;1003;true;131414
3610;RND;1296;164;false;12
3611;AI;20276;956;true;129096
3612;RND;1684;201;false;7
3613;AI;11604;693;false;99713
3614;RND;888;137;false;3
3615;AI;20228;949;true;134704
3616;RND;1048;139;false;2
3617;AI;16708;996;false;137322
3618;RND;1356;162;false;3
3619;AI;20284;956;true;132442
3620;RND;1052;128;false;6
3621;AI;20732;1012;true;134225
3622;RND;1100;141;false;3
3623;AI;20596;989;true;136577
3624;RND;364;71;false;3
3625;AI;15980;927;false;127554
3626;RND;1036;121;false;2
3627;AI;20224;947;true;128842
3628;RND;628;98;false;2
3629;AI;16632;992;false;136885
3630;RND;888;113;false;1
3631;AI;20216;959;true;135014
3632;RND;1272;175;false;11
3633;AI;20396;973;true;136486
3634;RND;1464;173;false;3
3635;AI;20172;946;true;129433
3636;RND;1040;125;false;10
3637;AI;16024;946;false;127289
3638;RND;1364;172;false;3
3639;AI;21012;1014;true;134359
3640;RND;1280;137;false;2
3641;AI;20376;980;true;141970
3642;RND;1140;134;false;46
3643;AI;15672;921;false;125717
3644;RND;1428;182;false;2
3645;AI;20484;976;true;136808
3646;RND;1456;189;false;4
3647;AI;20624;994;true;135999
3648;RND;1436;167;false;3
3649;AI;20600;990;true;132387
3650;RND;1508;190;false;3
3651;AI;14400;840;false;118121
3652;RND;652;95;false;9
3653;AI;20392;975;true;137954
3654;RND;1512;182;false;3
3655;AI;16044;934;false;123246
3656;RND;3112;306;false;5
3657;AI;20260;952;true;134516
3658;RND;704;106;false;5
3659;AI;20568;980;true;135810
3660;RND;992;123;false;2
3661;AI;12844;773;false;105078
3662;RND;708;113;false;4
3663;AI;20596;990;true;135435
3664;RND;1144;144;false;31
3665;AI;20152;944;true;132188
3666;RND;848;132;false;11
3667;AI;20308;953;true;134173
3668;RND;504;94;false;6
3669;AI;20376;973;true;133629
3670;RND;1040;137;false;6
3671;AI;20328;972;true;130067
3672;RND;1004;126;false;6
3673;AI;20176;947;true;132746
3674;RND;712;102;false;3
3675;AI;16900;1019;false;141297
3676;RND;1292;165;false;2
3677;AI;20304;965;true;132489
3678;RND;1024;129;false;6
3679;AI;20200;953;true;130858
3680;RND;2520;273;false;19
3681;AI;7136;487;false;65695
3682;RND;1156;140;false;2
3683;AI;20608;995;true;134755
3684;RND;692;103;false;11
3685;AI;20552;979;true;137256
3686;RND;472;86;false;9
3687;AI;20488;976;true;134239
3688;RND;668;102;false;14
3689;AI;17908;1064;false;145704
3690;RND;1384;156;false;3
3691;AI;16608;998;false;134181
3692;RND;1316;171;false;3
3693;AI;20272;959;true;128231
3694;RND;684;104;false;20
3695;AI;20568;986;true;138750
3696;RND;460;85;false;5
3697;AI;20572;989;true;132210
3698;RND;572;87;false;17
3699;AI;20184;949;true;129312
3700;RND;1304;153;false;3
3701;AI;20536;985;true;135330
3702;RND;608;98;false;4
3703;AI;20240;959;true;136818
3704;RND;964;130;false;3
3705;AI;20196;953;true;127746
3706;RND;1420;173;false;3
3707;AI;20320;966;true;134149
3708;RND;1152;131;false;3
3709;AI;20192;950;true;128906
3710;RND;724;104;false;3
3711;AI;20656;1003;true;137218
3712;RND;496;78;false;5
3713;AI;20488;978;true;134377
3714;RND;1464;171;false;6
3715;AI;20144;939;true;124882
3716;RND;708;107;false;15
3717;AI;20936;1012;true;140679
3718;RND;1028;122;false;5
3719;AI;15780;932;false;128739
3720;RND;612;98;false;2
3721;AI;20492;978;true;137166
3722;RND;1812;242;false;3
3723;AI;8240;582;false;77938
3724;RND;2776;262;false;5
3725;AI;20312;965;true;136624
3726;RND;1272;148;false;2
3727;AI;20180;946;true;130706
3728;RND;1300;154;false;6
3729;AI;20164;946;true;136158
3730;RND;812;126;false;2
3731;AI;20236;960;true;131167
3732;RND;1124;137;false;23
3733;AI;15792;930;false;124272
3734;RND;504;90;false;2
3735;AI;20252;956;true;131923
3736;RND;1080;148;false;4
3737;AI;20216;954;true;134941
3738;RND;1328;154;false;6
3739;AI;21156;1033;true;144279
3740;RND;568;86;false;5
3741;AI;20240;951;true;128406
3742;RND;1280;160;false;9
3743;AI;20152;941;true;132974
3744;RND;2080;217;false;20
3745;AI;20212;955;true;137800
3746;RND;2648;295;false;6
3747;AI;16308;972;false;136834
3748;RND;456;74;false;2
3749;AI;20416;960;true;128598
3750;RND;1328;169;false;2
3751;AI;20592;987;true;139649
3752;RND;704;123;false;1
3753;AI;20412;965;true;134746
3754;RND;1616;195;false;5
3755;AI;20180;943;true;130232
3756;RND;1268;142;false;7
3757;AI;20136;932;true;132655
3758;RND;1412;172;false;20
3759;AI;20432;963;true;132906
3760;RND;1276;159;false;10
3761;AI;20220;942;true;127613
3762;RND;740;120;false;5
3763;AI;20332;973;true;135667
3764;RND;840;127;false;5
3765;AI;20992;1011;true;140862
3766;RND;2364;259;false;23
3767;AI;20156;952;true;133683
3768;RND;884;126;false;6
3769;AI;20304;958;true;134646
3770;RND;2376;257;false;7
3771;AI;20272;957;true;127069
3772;RND;1228;154;false;12
3773;AI;21256;1043;true;140288
3774;RND;1168;157;false;9
3775;AI;20596;989;true;136709
3776;RND;748;128;false;16
3777;AI;20176;946;true;130379
3778;RND;1336;163;false;2
3779;AI;16868;1001;false;135714
3780;RND;284;62;false;2
3781;AI;16264;962;false;134895
3782;RND;1348;168;false;7
3783;AI;20232;949;true;133443
3784;RND;760;111;false;2
3785;AI;20208;940;true;131191
3786;RND;772;120;false;10
3787;AI;20152;942;true;130829
3788;RND;2352;239;false;8
3789;AI;16572;1001;false;135680
3790;RND;1920;245;false;3
3791;AI;20476;971;true;133126
3792;RND;788;107;false;8
3793;AI;20204;955;true;130948
3794;RND;1592;193;false;4
3795;AI;20304;967;true;134999
3796;RND;1316;157;false;7
3797;AI;20300;961;true;129585
3798;RND;2152;216;false;12
3799;AI;20264;955;true;134140
3800;RND;760;108;false;9
3801;AI;16496;995;false;140473
3802;RND;1384;177;false;4
3803;AI;20300;963;true;133776
3804;RND;2320;220;false;10
3805;AI;16932;1008;false;144065
3806;RND;976;126;false;6
3807;AI;20524;985;true;134200
3808;RND;696;106;false;2
3809;AI;20200;952;true;129990
3810;RND;1672;197;false;3
3811;AI;20148;947;true;129833
3812;RND;1080;160;false;8
3813;AI;20360;976;true;135307
3814;RND;932;124;false;12
3815;AI;20452;988;true;139259
3816;RND;424;78;false;1
3817;AI;20324;969;true;133436
3818;RND;996;123;false;7
3819;AI;20444;972;true;134463
3820;RND;420;77;false;5
3821;AI;20300;974;true;136426
3822;RND;1052;135;false;6
3823;AI;20284;957;true;136416
3824;RND;908;129;false;7
3825;AI;20572;994;true;140725
3826;RND;716;111;false;4
3827;AI;20292;962;true;132440
3828;RND;1596;188;false;2
3829;AI;20216;945;true;130897
3830;RND;1604;204;false;15
3831;AI;20592;986;true;142392
3832;RND;1044;127;false;6
3833;AI;20228;962;true;131471
3834;RND;1416;173;false;9
3835;AI;20472;974;true;138771
3836;RND;724;122;false;2
3837;AI;21216;1039;true;135908
3838;RND;944;127;false;5
3839;AI;20172;942;true;135829
3840;RND;864;98;false;2
3841;AI;20216;955;true;129428
3842;RND;1060;134;false;2
3843;AI;20456;972;true;135649
3844;RND;1248;151;false;20
3845;AI;20276;959;true;133006
3846;RND;564;92;false;9
3847;AI;20300;964;true;139262
3848;RND;1472;197;false;13
3849;AI;8840;595;false;84813
3850;RND;732;108;false;3
3851;AI;20260;954;true;133734
3852;RND;516;83;false;2
3853;AI;20312;967;true;133301
3854;RND;1292;147;false;9
3855;AI;20252;952;true;131153
3856;RND;1296;156;false;6
3857;AI;20320;968;true;134172
3858;RND;804;129;false;23
3859;AI;20512;988;true;138760
3860;RND;896;123;false;5
3861;AI;20288;954;true;132570
3862;RND;2364;244;false;8
3863;AI;20228;960;true;130276
3864;RND;688;96;false;9
3865;AI;20640;998;true;133943
3866;RND;1076;140;false;14
3867;AI;20188;946;true;133965
3868;RND;904;121;false;38
3869;AI;20408;962;true;131116
3870;RND;1372;181;false;13
3871;AI;20324;968;true;131026
3872;RND;620;100;false;14
3873;AI;20228;956;true;135598
3874;RND;1932;212;false;10
3875;AI;20964;1016;true;139788
3876;RND;692;107;false;6
3877;AI;16500;983;false;135572
3878;RND;972;138;false;3
3879;AI;20204;958;true;138166
3880;RND;540;86;false;1
3881;AI;20504;999;true;136559
3882;RND;660;97;false;9
3883;AI;20432;963;true;136083
3884;RND;1140;145;false;17
3885;AI;15424;897;false;129522
3886;RND;1372;155;false;3
3887;AI;8168;560;false;84232
3888;RND;1688;210;false;5
3889;AI;20700;1015;true;145343
3890;RND;1300;149;false;2
3891;AI;20512;983;true;135058
3892;RND;1196;148;false;5
3893;AI;20304;966;true;129007
3894;RND;884;123;false;9
3895;AI;14572;854;false;119628
3896;RND;1520;193;false;3
3897;AI;20328;973;true;137419
3898;RND;668;94;false;2
3899;AI;20284;962;true;129385
3900;RND;604;96;false;8
3901;AI;20220;957;true;129686
3902;RND;1084;135;false;11
3903;AI;20372;967;true;132438
3904;RND;1108;142;false;6
3905;AI;14468;843;false;123071
3906;RND;1404;197;false;3
3907;AI;14092;805;false;114308
3908;RND;1220;146;false;2
3909;AI;20256;956;true;131218
3910;RND;1244;153;false;5
3911;AI;20252;953;true;133444
3912;RND;880;127;false;10
3913;AI;20160;944;true;133893
3914;RND;2364;226;false;6
3915;AI;15800;928;false;127159
3916;RND;1120;138;false;2
3917;AI;20544;991;true;132709
3918;RND;632;100;false;7
3919;AI;20300;960;true;134112
3920;RND;1248;150;false;33
3921;AI;20600;993;true;138740
3922;RND;1452;172;false;6
3923;AI;20192;949;true;131075
3924;RND;872;148;false;7
3925;AI;20600;991;true;142999
3926;RND;1388;180;false;4
3927;AI;12356;726;false;106115
3928;RND;504;96;false;2
3929;AI;20392;979;true;133049
3930;RND;1340;159;false;9
3931;AI;20516;984;true;138712
3932;RND;844;132;false;6
3933;AI;20552;981;true;131851
3934;RND;576;99;false;5
3935;AI;8964;614;false;82056
3936;RND;528;82;false;2
3937;AI;20324;964;true;135359
3938;RND;424;73;false;12
3939;AI;20484;983;true;136438
3940;RND;704;112;false;4
3941;AI;16172;953;false;122977
3942;RND;752;105;false;2
3943;AI;20404;974;true;134690
3944;RND;588;100;false;13
3945;AI;20264;970;true;138498
3946;RND;1260;169;false;9
3947;AI;16528;984;false;134382
3948;RND;1096;130;false;2
3949;AI;20304;963;true;133769
3950;RND;1096;137;false;4
3951;AI;20128;937;true;131333
3952;RND;692;100;false;5
3953;AI;20264;957;true;130961
3954;RND;1220;148;false;26
3955;AI;16976;1022;false;140227
3956;RND;1024;133;false;11
3957;AI;6036;402;false;60994
3958;RND;896;133;false;2
3959;AI;20188;950;true;136225
3960;RND;1392;161;false;15
3961;AI;20652;1002;true;133815
3962;RND;1320;157;false;9
3963;AI;20524;983;true;133995
3964;RND;1096;129;false;6
3965;AI;20380;981;true;135276
3966;RND;628;104;false;4
3967;AI;20464;971;true;135700
3968;RND;1200;170;false;32
3969;AI;20312;969;true;136048
3970;RND;280;64;false;5
3971;AI;16448;987;false;133370
3972;RND;400;83;false;5
3973;AI;20124;940;true;130988
3974;RND;1096;135;false;3
3975;AI;20280;957;true;135582
3976;RND;700;111;false;14
3977;AI;20332;970;true;132358
3978;RND;976;145;false;9
3979;AI;16800;999;false;138430
3980;RND;636;95;false;1
3981;AI;21160;1023;true;138340
3982;RND;796;123;false;6
3983;AI;21176;1027;true;141586
3984;RND;1100;134;false;3
3985;AI;20464;973;true;136640
3986;RND;1568;200;false;11
3987;AI;21060;1026;true;140398
3988;AI;12416;747;false;103780
3989;RND;1620;183;false;3
3990;AI;20288;964;true;123631
3991;RND;1192;143;false;5
3992;AI;20212;952;true;121399
3993;RND;604;92;false;5
3994;AI;12840;774;false;99361
3995;AI;20228;957;true;122091
3996;RND;1360;167;false;6
3997;AI;20288;965;true;123413
3998;RND;1164;149;false;5
3999;AI;20204;951;true;122169
4000;RND;264;59;false;3
4001;AI;20268;967;true;123620
4002;AI;20216;957;true;119271
4003;RND;1372;166;false;6
